Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-APRIL-2021,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,4903,0,4251,0,0,713,1551,0,131,0,0,6,346,1,1469,0,0,555
MSitAE-APRIL-2021,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,2087,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,6285,0,3404,584,0,137,825,0,0,31,0,0,193,2,2736,0,0,761
MSitAE-APRIL-2021,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8628,0,3678,167,0,52,0,0,0,0,0,0,357,1,2784,0,33,538
MSitAE-APRIL-2021,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,11748,0,8887,413,0,1085,1931,0,200,26,0,65,203,34,4777,0,0,846
MSitAE-APRIL-2021,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,7523,0,0,580,0,0,0,0,0,0,0,0,410,0,2062,0,0,323
MSitAE-APRIL-2021,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8894,0,0,329,0,0,2131,0,0,0,0,0,362,1,2369,0,0,733
MSitAE-APRIL-2021,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10758,1319,398,0,0,0,1844,0,1,0,0,0,225,0,3411,98,11,3630
MSitAE-APRIL-2021,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,3427,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13
MSitAE-APRIL-2021,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10410,0,0,0,0,0,3148,0,0,0,0,0,592,0,2399,0,0,1212
MSitAE-APRIL-2021,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
MSitAE-APRIL-2021,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10249,0,1642,66,0,113,2895,0,20,14,0,3,735,12,2869,0,45,1723
MSitAE-APRIL-2021,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,2678,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,7265,0,0,255,0,0,45,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,4316,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,4981,0,0,272,0,0,268,0,0,3,0,0,0,0,0,0
MSitAE-APRIL-2021,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,26490,0,2366,1431,0,241,2883,0,60,53,0,4,333,0,8910,0,426,1285
MSitAE-APRIL-2021,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
MSitAE-APRIL-2021,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8248,0,1842,257,0,0,2439,0,1,36,0,0,272,0,2744,0,0,1412
MSitAE-APRIL-2021,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5450,0,0,65,0,0,402,0,0,0,0,0,0,0,914,0,0,260
MSitAE-APRIL-2021,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6520,0,1694,183,0,36,2258,0,11,12,0,0,360,0,2523,0,0,776
MSitAE-APRIL-2021,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
MSitAE-APRIL-2021,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6061,0,530,492,0,385,1408,0,13,92,0,3,95,0,2443,0,9,1260
MSitAE-APRIL-2021,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7207,0,4105,552,0,71,943,0,10,48,0,0,41,0,1494,0,0,493
MSitAE-APRIL-2021,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,6133,0,6748,0,0,26,1132,0,72,0,0,3,33,0,1879,0,0,1118
MSitAE-APRIL-2021,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9919,709,4571,854,1,947,3525,0,28,235,0,0,402,3,2955,0,0,2515
MSitAE-APRIL-2021,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,10186,0,6291,557,0,0,1667,0,0,54,0,0,465,11,1497,0,0,275
MSitAE-APRIL-2021,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12188,0,245,0,0,147,3478,0,0,0,0,0,600,0,3219,0,0,365
MSitAE-APRIL-2021,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,12866,0,7277,626,0,1491,3632,0,636,119,0,65,1292,36,3885,0,0,473
MSitAE-APRIL-2021,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12518,0,3978,300,0,1795,2485,0,43,0,0,5,275,2,3610,0,0,682
MSitAE-APRIL-2021,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,5281,0,1814,0,0,0,578,0,1,0,0,0,97,0,1351,0,0,203
MSitAE-APRIL-2021,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12253,0,3571,0,0,0,2682,0,0,0,0,0,649,0,3262,0,327,786
MSitAE-APRIL-2021,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8492,0,0,102,0,0,789,0,0,0,0,0,59,1,1440,0,0,138
MSitAE-APRIL-2021,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31358,0,828,0,0,0,9294,0,0,0,0,0,2019,1,10971,0,0,3701
MSitAE-APRIL-2021,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9543,0,0,8,0,916,1693,0,0,0,0,0,101,5,2036,0,0,402
MSitAE-APRIL-2021,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7949,0,1905,0,0,0,1300,0,35,0,0,0,161,4,2181,0,30,888
MSitAE-APRIL-2021,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,12683,1026,4596,315,0,0,2685,123,6,22,0,0,303,0,2831,0,0,461
MSitAE-APRIL-2021,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,15557,1454,8212,2151,0,351,3086,16,499,194,0,4,624,11,7195,34,598,1434
MSitAE-APRIL-2021,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0,0,1044,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,10309,0,15541,211,0,0,1194,0,312,25,0,0,142,2,6235,0,0,1618
MSitAE-APRIL-2021,RBN,NHS ENGLAND NORTH WEST ,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,10298,0,4816,288,0,0,3253,0,14,23,0,0,531,0,4543,0,0,306
MSitAE-APRIL-2021,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,13316,0,3605,0,0,649,0,0,0,0,0,0,0,0,4652,0,0,1502
MSitAE-APRIL-2021,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,10763,352,4764,0,0,280,3097,0,14,0,0,0,458,4,4161,1,0,1148
MSitAE-APRIL-2021,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3868,0,107,0,0,0,77,0,0,0,0,0,0,0,515,0,0,221
MSitAE-APRIL-2021,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6340,0,0,48,0,0,1085,0,0,5,0,0,229,7,1508,0,0,388
MSitAE-APRIL-2021,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,6613,0,1964,797,0,64,2075,0,0,192,0,0,379,8,2096,0,0,1610
MSitAE-APRIL-2021,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,10196,1849,0,469,0,0,1366,18,0,0,0,0,88,0,2670,2,0,666
MSitAE-APRIL-2021,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8357,133,3468,0,0,95,0,0,0,0,0,0,278,13,2604,0,897,0
MSitAE-APRIL-2021,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,7609,1442,7151,16,0,331,2150,12,116,5,0,3,306,0,2606,92,85,2601
MSitAE-APRIL-2021,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5370,0,0,156,0,0,1327,0,0,11,0,0,173,0,1520,0,0,213
MSitAE-APRIL-2021,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10078,0,5933,600,0,0,4420,0,0,168,0,0,576,11,3070,0,0,1536
MSitAE-APRIL-2021,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10224,0,285,309,0,73,1459,0,0,34,0,0,894,0,3704,0,0,1159
MSitAE-APRIL-2021,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,9215,0,1482,595,0,0,834,0,1,16,0,0,83,0,2933,0,0,317
MSitAE-APRIL-2021,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,7293,0,1280,265,0,0,1350,0,0,15,0,0,191,0,2268,0,0,716
MSitAE-APRIL-2021,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,3933,243,912,298,0,0,759,0,0,50,0,0,126,0,1299,0,0,738
MSitAE-APRIL-2021,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,4079,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,116
MSitAE-APRIL-2021,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4172,0,0,0,0,0,243,0,0,0,0,0,0,0,790,0,0,162
MSitAE-APRIL-2021,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,17086,0,7690,724,0,20,4590,0,0,116,0,0,1265,0,3992,0,0,978
MSitAE-APRIL-2021,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,8794,0,0,0,0,0,639,0,0,0,0,0,330,3,1345,0,0,386
MSitAE-APRIL-2021,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,8641,0,2009,760,0,259,3116,0,12,214,0,0,721,1,3580,0,0,1120
MSitAE-APRIL-2021,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,7335,0,0,610,0,0,1942,0,0,103,0,0,457,6,3173,0,0,1609
MSitAE-APRIL-2021,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,8449,0,8434,0,0,0,3996,0,355,0,0,0,1199,2,3338,0,0,1005
MSitAE-APRIL-2021,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,18218,1438,0,0,0,0,6109,43,0,0,0,0,1040,0,4411,1,0,2984
MSitAE-APRIL-2021,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8573,0,4792,0,0,105,2313,0,5,0,0,0,126,0,2880,0,0,285
MSitAE-APRIL-2021,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE HOSPITALS NHS TRUST,17259,0,4149,120,0,185,0,0,0,0,0,0,1354,0,3539,0,116,576
MSitAE-APRIL-2021,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,6526,0,8225,4,0,1,2312,0,153,0,0,0,1449,30,2418,0,314,953
MSitAE-APRIL-2021,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12242,0,3080,0,0,2225,2105,0,0,0,0,0,462,0,4806,0,0,906
MSitAE-APRIL-2021,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6824,1135,3460,4,0,0,2044,0,3,0,0,0,503,0,3384,823,0,715
MSitAE-APRIL-2021,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,12583,1129,1584,117,0,0,0,0,0,0,0,0,199,0,4281,8,0,2051
MSitAE-APRIL-2021,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,21740,979,14713,0,0,0,4913,4,519,0,0,0,1925,4,7625,0,0,1723
MSitAE-APRIL-2021,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,12921,1802,0,0,0,0,3660,31,0,0,0,0,1006,71,3790,13,0,625
MSitAE-APRIL-2021,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,19648,0,3639,804,0,0,2788,0,0,0,0,0,709,23,4742,0,0,516
MSitAE-APRIL-2021,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8496,451,6463,0,0,0,2580,6,249,0,0,0,810,16,1793,0,0,271
MSitAE-APRIL-2021,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4368,0,534,0,0,0,669,0,1,0,0,0,8,0,1133,0,0,298
MSitAE-APRIL-2021,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,13232,0,4995,277,0,110,1746,0,13,0,0,0,143,0,4691,0,192,1590
MSitAE-APRIL-2021,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,9080,0,0,0,0,0,22,0,0,0,1,0,0,0,1,0
MSitAE-APRIL-2021,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,945,0,0,87,0,0,23,0,0,0,0,0,0,0,81,0,16
MSitAE-APRIL-2021,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5153,0,2204,219,0,137,322,0,13,8,0,1,55,0,2508,0,0,526
MSitAE-APRIL-2021,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,5969,0,317,328,0,0,0,0,0,0,0,0,58,0,1659,0,0,653
MSitAE-APRIL-2021,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10139,0,888,577,0,747,596,0,0,0,0,0,57,1,2638,0,0,825
MSitAE-APRIL-2021,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,8399,0,3819,44,0,33,695,0,85,1,0,0,53,1,3064,0,5,389
MSitAE-APRIL-2021,RM3,NHS ENGLAND NORTH WEST ,SALFORD ROYAL NHS FOUNDATION TRUST,8284,0,454,0,0,0,2023,0,0,0,0,0,127,0,2639,0,0,407
MSitAE-APRIL-2021,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8443,0,1696,0,0,0,1898,0,0,0,0,0,212,0,2132,0,0,374
MSitAE-APRIL-2021,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5113,0,3609,0,0,479,1382,0,214,0,0,6,310,0,2295,0,0,1323
MSitAE-APRIL-2021,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,8297,0,5630,196,0,1377,1724,0,92,14,0,0,1290,0,2364,0,0,839
MSitAE-APRIL-2021,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7930,598,1453,242,0,41,1365,1,0,21,0,0,206,0,2098,0,0,1313
MSitAE-APRIL-2021,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,10506,1289,4322,0,0,346,1224,34,0,0,0,0,53,1,3770,10,5,2228
MSitAE-APRIL-2021,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,8953,0,3749,0,0,237,1763,0,3,0,0,0,589,0,2045,0,101,1916
MSitAE-APRIL-2021,RTV,NHS ENGLAND NORTH WEST ,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,0,0,154,0,0,4425,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11287,238,298,1243,2,0,1066,0,0,37,0,0,520,7,2004,14,0,103
MSitAE-APRIL-2021,RW6,NHS ENGLAND NORTH WEST ,PENNINE ACUTE HOSPITALS NHS TRUST,14486,0,4021,0,0,0,3951,0,170,0,0,0,784,21,3841,0,69,1057
MSitAE-APRIL-2021,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,14106,0,2176,0,0,0,878,0,24,0,0,0,51,0,4369,0,0,545
MSitAE-APRIL-2021,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6208,0,6361,0,0,633,1793,0,49,0,0,6,376,0,3139,0,0,794
MSitAE-APRIL-2021,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7148,0,2253,323,0,133,2079,0,16,40,0,1,946,0,1982,0,0,167
MSitAE-APRIL-2021,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,13822,1564,176,644,0,0,0,0,0,0,0,0,535,0,4859,0,0,2746
MSitAE-APRIL-2021,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3952,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62
MSitAE-APRIL-2021,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10495,3285,6733,0,0,0,0,0,0,0,0,0,657,7,2655,0,0,993
MSitAE-APRIL-2021,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,2628,0,1950,29,0,41,210,0,0,0,0,0,81,1,1008,0,0,229
MSitAE-APRIL-2021,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,5587,0,2827,563,0,427,1229,0,25,55,0,3,284,0,2343,0,244,463
MSitAE-APRIL-2021,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
MSitAE-APRIL-2021,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10376,675,2811,0,0,0,1266,0,0,0,0,0,63,19,3278,0,0,984
MSitAE-APRIL-2021,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8861,0,0,0,0,0,1078,0,0,0,0,0,150,1,1436,0,0,74
MSitAE-APRIL-2021,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8537,0,0,395,0,0,1887,0,0,59,0,0,455,0,2730,0,0,651
MSitAE-APRIL-2021,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1640,0,0,0,0,0,29,0,0,0,0,0,0,0,27,0
MSitAE-APRIL-2021,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8723,0,925,650,0,1427,908,0,0,0,0,0,75,0,3782,0,0,603
MSitAE-APRIL-2021,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,2856,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE WILBERFORCE HEALTH CENTRE,0,0,2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,2271,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1168,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11651,1301,5475,300,0,414,1711,8,19,25,0,0,77,0,3651,28,0,1427
MSitAE-APRIL-2021,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5733,300,3,0,0,0,874,0,0,0,0,0,0,0,1393,0,0,468
MSitAE-APRIL-2021,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,9694,0,821,0,0,0,2707,0,74,0,0,0,460,9,2252,0,27,606
MSitAE-APRIL-2021,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,1769,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,6926,0,3020,0,0,340,1858,0,271,0,0,0,228,2,2529,0,0,1225
MSitAE-APRIL-2021,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3121,0,0,432,0,0,22,0,0,6,0,0,0,0,0,0
MSitAE-APRIL-2021,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,27732,2543,5214,739,39,510,7388,80,135,154,0,15,808,0,7765,27,12,1137
MSitAE-APRIL-2021,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16910,303,5786,1156,0,12,3453,0,0,129,0,0,548,0,6468,0,0,2390
MSitAE-APRIL-2021,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,17482,0,0,2234,0,0,0,0,0,0,0,0,101,0,4765,0,0,1214
MSitAE-APRIL-2021,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4688,0,0,0,0,0,260,0,0,0,0,0,10,0,1788,0,0,273
MSitAE-APRIL-2021,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,14938,0,2909,1702,0,791,3607,0,3,83,0,0,433,0,5218,0,446,1070
MSitAE-APRIL-2021,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2021,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,5811,0,9446,437,0,257,2535,0,1,75,0,0,1183,36,2544,0,0,830
MSitAE-APRIL-2021,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,226,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,150
